Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F18-041,Use of force,02/28/2018,02:50,Officer,"WED, THUR, FRI",Police Officer,Black,Male,24,2,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Taser Marks,Yes,Resistance without violence,Arrest,Physical - Active,,Black,Male,32
F18-042,Use of force,02/28/2018,18:30,Officer,"FRI, SAT, SUN",Police Officer,White,Male,30,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Carjacking,No injuries noted or visible,Yes,Grand Theft Auto,Arrest,Physical - Active,,Black,Male,15
F18-042,Use of force,02/28/2018,18:30,Officer,"FRI, SAT, SUN",Police Officer,White,Male,30,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Carjacking,No injuries noted or visible,Yes,Resistance without violence,Arrest,Physical - Active,,Black,Male,15
F18-042,Use of force,02/28/2018,18:30,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,40,13,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Carjacking,No injuries noted or visible,Yes,Grand Theft Auto,Arrest,Physical - Active,,Black,Male,15
F18-042,Use of force,02/28/2018,18:30,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,40,13,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Carjacking,No injuries noted or visible,Yes,Resistance without violence,Arrest,Physical - Active,,Black,Male,15
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,Spanish,Male,43,9,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Assault,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,Spanish,Male,43,9,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Disorderly Conduct,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,Spanish,Male,43,9,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Resistance without violence,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,W/Spanish,Male,40,10,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Assault,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,W/Spanish,Male,40,10,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Disorderly Conduct,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Witness,"SAT, SUN, MON",Police Officer,W/Spanish,Male,40,10,,Body Worn Camera - Not Issued,,Resisting without Violence,Knee Injury,Yes,Resistance without violence,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,22,2,No injuries noted or visible,Body Worn Camera - Captured,Cond Elect Weapon-CEW,Resisting without Violence,Knee Injury,Yes,Assault,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,22,2,No injuries noted or visible,Body Worn Camera - Captured,Cond Elect Weapon-CEW,Resisting without Violence,Knee Injury,Yes,Disorderly Conduct,Dispatched,Physical - Active,,Black,Male,25
F18-043,Use of force,03/01/2018,18:38,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,22,2,No injuries noted or visible,Body Worn Camera - Captured,Cond Elect Weapon-CEW,Resisting without Violence,Knee Injury,Yes,Resistance without violence,Dispatched,Physical - Active,,Black,Male,25
F18-044UD,Use of force,03/02/2018,09:39,Officer,Little Haiti,Police Officer,Hispanic,Male,30,2,,,,Accidental,,No,,Other,,,,,
F18-045,Use of force,03/02/2018,20:28,Officer,"FRI, SAT, SUN",Police Officer,White,Male,24,4,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Baker Act,Facial Injury,No,Assault,Baker Acted,Mentally Ill,,Hispanic,Male,76
F18-046,Use of force,03/01/2018,12:37,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,35,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery - LEO,Head Injury,Yes,Battery - Aggravated,Dispatched,Intoxicated,,W/Spanish,Male,58
F18-046,Use of force,03/01/2018,12:37,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Female,35,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery - LEO,Rescue Treated On Scene,Yes,Battery - Aggravated,Dispatched,Intoxicated,,W/Spanish,Male,58
F18-047UD,Use of force,03/05/2018,18:00,Officer,"TUES, WED, THUR",Police Officer,Black,Female,22,1,No injuries noted or visible,Body Worn Camera - Not captured,Accidental ECD,Accidental,,No,,Other,,,,,
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Head Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Head Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Head Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Neck Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Neck Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Neck Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Facial Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Facial Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Facial Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,,3,Foot Injury,Body Worn Camera - Not Issued,Physical Force,Fleeing a PO,Rescue Treated - Transported,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Head Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Head Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Head Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Neck Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Neck Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Neck Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Facial Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Facial Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Facial Injury,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,,B/Haitian,Male,25
F18-048,Use of force,03/06/2018,16:55,Officer,"SAT, SUN, MON",Police Officer,White,Male,24,3,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Fleeing a PO,Rescue Treated - Transported,Yes,Narcotics - Posession,Arrest,Physical - Active,,B/Haitian,Male,25
F18-049,Use of force,03/08/2018,00:05,Witness,"FRI, SAT",Police Sergeant,Hispanic,Male,46,23,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Resistance without violence,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Witness,"FRI, SAT",Police Sergeant,Hispanic,Male,46,23,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Trespass,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Witness,"THUR, FRI, SAT",Police Officer,Hispanic,Male,38,14,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Resistance without violence,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Witness,"THUR, FRI, SAT",Police Officer,Hispanic,Male,38,14,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Trespass,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,48,18,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Shoulder Injury,Yes,Resistance without violence,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Officer,"FRI, SAT, SUN",Police Officer,Hispanic,Male,48,18,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Arrest,Shoulder Injury,Yes,Trespass,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Witness,"WED, THUR, FRI",Police Officer,Hispanic,Male,27,,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Resistance without violence,Disturbance,Hostile,,Black,Male,29
F18-049,Use of force,03/08/2018,00:05,Witness,"WED, THUR, FRI",Police Officer,Hispanic,Male,27,,,Body Worn Camera - Not Issued,,Arrest,Shoulder Injury,Yes,Trespass,Disturbance,Hostile,,Black,Male,29
F18-050,Use of force,03/08/2018,21:24,Witness,"SAT, SUN, MON",Police Officer,Black,Male,23,,,,,Burglary,Back Injury,Yes,Burglary - Unoccupied,Arrest,Physical - Active,,B/Haitian,Male,32
F18-050,Use of force,03/08/2018,21:24,Witness,"SAT, SUN, MON",Police Officer,Black,Male,23,,,,,Burglary,Back Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,32
F18-050,Use of force,03/08/2018,21:24,Witness,"SAT, SUN, MON",Police Officer,Black,Male,23,,,,,Burglary,Back Injury,Yes,Trespass,Arrest,Physical - Active,,B/Haitian,Male,32
F18-050,Use of force,03/08/2018,21:24,Officer,"SUN, MON, TUES",Police Officer,White,Female,35,4,No injuries noted or visible,,Cond Elect Weapon-CEW,Burglary,Back Injury,Yes,Burglary - Unoccupied,Arrest,Physical - Active,,B/Haitian,Male,32
F18-050,Use of force,03/08/2018,21:24,Officer,"SUN, MON, TUES",Police Officer,White,Female,35,4,No injuries noted or visible,,Cond Elect Weapon-CEW,Burglary,Back Injury,Yes,Resistance without violence,Arrest,Physical - Active,,B/Haitian,Male,32
F18-050,Use of force,03/08/2018,21:24,Officer,"SUN, MON, TUES",Police Officer,White,Female,35,4,No injuries noted or visible,,Cond Elect Weapon-CEW,Burglary,Back Injury,Yes,Trespass,Arrest,Physical - Active,,B/Haitian,Male,32
F18-051,Use of force,03/11/2018,05:14,Officer,"SUN, MON, TUES",Police Officer,,Male,25,2,,,Physical Force,,Self Inflicted Injury,No,Resistance without violence,,,,Hispanic,Male,27
F18-051,Use of force,03/11/2018,05:14,Officer,"MON, TUES, WED",Police Officer,Hispanic,Male,27,2,,,Physical Force,,Self Inflicted Injury,No,Resistance without violence,,,,Hispanic,Male,27
F18-051,Use of force,03/11/2018,05:14,Officer,"MON, TUES, WED",Police Officer,Black,Male,26,1,,,Physical Force,,Self Inflicted Injury,No,Resistance without violence,,,,Hispanic,Male,27
F18-052,Use of force,03/11/2018,15:00,Officer,"FRI, SAT, SUN",Police Officer,W/Spanish,Male,47,10,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting with Violence,Rescue Treated On Scene,Yes,Resistance with violence,Disturbance,Physical - Aggressive,,B/Spanish,Male,20
F18-052,Use of force,03/11/2018,15:00,Officer,"FRI, SAT, SUN",Police Officer,W/Spanish,Male,47,10,No injuries noted or visible,Body Worn Camera - Not Issued,Physical Force,Resisting with Violence,Rescue Treated On Scene,Yes,Disorderly Intoxication,Disturbance,Physical - Aggressive,,B/Spanish,Male,20
F18-052,Use of force,03/11/2018,15:00,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,26,2,,Body Worn Camera - Not Issued,,Resisting with Violence,Rescue Treated On Scene,Yes,Resistance with violence,Disturbance,Physical - Aggressive,,B/Spanish,Male,20
F18-052,Use of force,03/11/2018,15:00,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,26,2,,Body Worn Camera - Not Issued,,Resisting with Violence,Rescue Treated On Scene,Yes,Disorderly Intoxication,Disturbance,Physical - Aggressive,,B/Spanish,Male,20
F18-053,Use of force,03/16/2018,00:10,Officer,"MON, TUES, WED",Police Sergeant,Spanish,Male,36,6,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery,Taser Marks,Yes,Disorderly Intoxication,Arrest,Intoxicated,,Hispanic,Male,29
F18-053,Use of force,03/16/2018,00:10,Officer,"MON, TUES, WED",Police Sergeant,Spanish,Male,36,6,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery,Taser Marks,Yes,Battery,Arrest,Intoxicated,,Hispanic,Male,29
F18-053,Use of force,03/16/2018,00:10,Officer,"MON, TUES, WED",Police Sergeant,Spanish,Male,36,6,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Battery,Taser Marks,Yes,Resistance without violence,Arrest,Intoxicated,,Hispanic,Male,29
F18-054,Use of force,03/17/2018,01:50,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,35,13,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-054,Use of force,03/17/2018,01:50,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,35,13,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-054,Use of force,03/17/2018,01:50,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,35,13,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance without violence,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-054,Use of force,03/17/2018,01:50,Witness,"SUN, MON, TUES",Police Officer,White,Male,34,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Disorderly Intoxication,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-054,Use of force,03/17/2018,01:50,Witness,"SUN, MON, TUES",Police Officer,White,Male,34,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Trespass,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-054,Use of force,03/17/2018,01:50,Witness,"SUN, MON, TUES",Police Officer,White,Male,34,4,,Body Worn Camera - Not Issued,,Resisting without Violence,Facial Injury,Yes,Resistance without violence,Arrest,Aggressive Physical,,Hispanic,Male,27
F18-055,Use of force,03/20/2018,03:52,Officer,Little Haiti,Police Officer,Hispanic,Male,25,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Taser Marks,No,Resistance without violence,Arrest,Physical - Active,,Black,Male,32
F18-055,Use of force,03/20/2018,03:52,Officer,Little Haiti,Police Officer,Hispanic,Male,25,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Resisting without Violence,Taser Marks,No,Expired License,Arrest,Physical - Active,,Black,Male,32
F18-056,Use of force,03/20/2018,19:24,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,25,3,,Body Worn Camera - Not captured,,Resisting with Violence,Head Injury,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,25,3,,Body Worn Camera - Not captured,,Resisting with Violence,Head Injury,Yes,Narcotics - Sale,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,25,3,,Body Worn Camera - Not captured,,Resisting with Violence,Rescue Treated On Scene,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Witness,"SUN, MON, TUES",Police Officer,Hispanic,Male,25,3,,Body Worn Camera - Not captured,,Resisting with Violence,Rescue Treated On Scene,Yes,Narcotics - Sale,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Officer,"SUN, MON, TUES",Police Officer,Black,Male,30,1,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Weapon,Resisting with Violence,Head Injury,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Officer,"SUN, MON, TUES",Police Officer,Black,Male,30,1,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Weapon,Resisting with Violence,Head Injury,Yes,Narcotics - Sale,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Officer,"SUN, MON, TUES",Police Officer,Black,Male,30,1,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Weapon,Resisting with Violence,Rescue Treated On Scene,Yes,Resistance with violence,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-056,Use of force,03/20/2018,19:24,Officer,"SUN, MON, TUES",Police Officer,Black,Male,30,1,No injuries noted or visible,Body Worn Camera - Not captured,Other Type Weapon,Resisting with Violence,Rescue Treated On Scene,Yes,Narcotics - Sale,Arrest,Aggressive Physical,,Hispanic,Male,23
F18-057,Use of force,03/23/2018,21:29,Witness,"SAT, SUN, MON",Police Officer,Hispanic,Male,29,1,,Body Worn Camera - Partial capture,,Disobeying Lawful Order,No injuries noted or visible,No,Resistance without violence,Criminal Investigation,Physical - Active,,Black,Male,48
F18-057,Use of force,03/23/2018,21:29,Officer,"SUN, MON, TUES",Police Officer,Hispanic,Male,28,1,No injuries noted or visible,Body Worn Camera - Not Issued,Cond Elect Weapon-CEW,Disobeying Lawful Order,No injuries noted or visible,No,Resistance without violence,Criminal Investigation,Physical - Active,,Black,Male,48
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Arm Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Arm Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Arm Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Arm Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Facial Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Facial Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Arm Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"MON, TUES, WED",Police Officer,,Male,29,1,Facial Injury,Body Worn Camera - Not Issued,Physical Force,Battery - LEO,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Hand Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Hand Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Arm Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Hand Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Knee Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Knee Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Arm Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"WED, THUR, FRI",Police Officer,Hispanic,Male,33,3,Knee Injury,Body Worn Camera - Captured,Physical Force,Battery - LEO,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,30,3,No injuries noted or visible,,Leg Restraints,Battery - LEO,Facial Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,30,3,No injuries noted or visible,,Leg Restraints,Battery - LEO,Arm Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-058,Use of force,03/24/2018,08:00,Officer,"SAT, SUN, MON",Police Officer,Hispanic,Male,30,3,No injuries noted or visible,,Leg Restraints,Battery - LEO,Knee Injury,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Hispanic,Male,26
F18-059,Use of force,03/24/2018,16:04,Officer,"SUN, MON, TUES",Police Sergeant,Hispanic,Male,26,3,No injuries noted or visible,,Cond Elect Weapon-CEW,Resisting without Violence,No injuries noted or visible,No,Resistance without violence,Self Initiated,Physical - Active,,Hispanic,Male,44
F18-059,Use of force,03/24/2018,16:04,Officer,"SUN, MON, TUES",Police Sergeant,Hispanic,Male,26,3,No injuries noted or visible,,Cond Elect Weapon-CEW,Resisting without Violence,No injuries noted or visible,No,Warrant,Self Initiated,Physical - Active,,Hispanic,Male,44
