"ID","Incident_Num","Incident_Type","Occured_date_time","Precinct","Sector","Beat","Officer_ID","Subject_ID","Subject_Race","Subject_Gender","datetime","serious","(Intercept)","Subject_RaceAmerican_Indian_Alaska_Native","Subject_RaceAsian","Subject_RaceBlack_or_African_American","Subject_RaceHispanic_or_Latino","Subject_RaceNat_Hawaiian_Oth_Pac_Islander","Subject_RaceNot_Specified","Subject_RaceTwo_or_More_Races","Subject_Gender_","Subject_GenderFemale","Subject_GenderNon_binary","Subject_GenderOther","Subject_GenderTransgender_Female","Subject_GenderTransgender_Male","Subject_GenderUnknown","Precinct-","Precinct0","PrecinctEast","PrecinctNorth","PrecinctOOJ","PrecinctSouth","PrecinctSouthwest"
"2020UOF-0449-2776-21760",53987,"Level 2 - Use of Force","02/27/2020 10:55:00 PM","West","DAVID","D1",5438,22644,"White","Male",2020-02-27 22:55:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0663-1926-9495",55969,"Level 2 - Use of Force","05/31/2020 04:00:00 PM","West","KING","K1",1858,10402,"White","Female",2020-05-31 16:00:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1448-1738-7943",57618,"Level 2 - Use of Force","08/16/2020 10:00:00 PM","South","OCEAN","O2",624,7884,"Not_Specified","Male",2020-08-16 22:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0849-1524-1023",56324,"Level 2 - Use of Force","05/31/2020 04:17:00 PM","West","KING","K1",1179,1020,"Not_Specified","Unknown",2020-05-31 16:17:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-1352-2802-23264",57554,"Level 1 - Use of Force","08/12/2020 11:09:00 PM","West","KING","K3",5511,24145,"American_Indian_Alaska_Native","Female",2020-08-12 23:09:00,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1932-2787-23765",58698,"Level 1 - Use of Force","10/07/2020 07:50:00 PM","West","KING","K3",5467,24645,"White","Male",2020-10-07 19:50:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1735-1324-23904",59175,"Level 1 - Use of Force","10/31/2020 12:10:00 PM","Southwest","WILLIAM","W3",1734,24784,"Black_or_African_American","Male",2020-10-31 12:10:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2020UOF-0174-1327-16670",53854,"Level 1 - Use of Force","02/25/2020 08:00:00 PM","West","KING","K3",1738,17558,"Black_or_African_American","Male",2020-02-25 20:00:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1392-2853-22992",56995,"Level 1 - Use of Force","07/16/2020 12:15:00 AM","Southwest","WILLIAM","W2",5615,23873,"American_Indian_Alaska_Native","Female",2020-07-16 00:15:00,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2020UOF-1511-2109-23708",58391,"Level 2 - Use of Force","09/23/2020 11:36:00 PM","East","EDWARD","E2",2142,24588,"Not_Specified","Unknown",2020-09-23 23:36:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1536-13-6759",58468,"Level 2 - Use of Force","09/23/2020 08:38:00 PM","East","EDWARD","E1",1205,6711,"Not_Specified","Unknown",2020-09-23 20:38:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1750-1071-24096",59673,"Level 2 - Use of Force","10/31/2020 11:50:00 PM","East","EDWARD","E1",1827,24976,"Not_Specified","Unknown",2020-10-31 23:50:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0137-2475-21529",53606,"Level 1 - Use of Force","02/09/2020 06:15:00 AM","West","DAVID","D3",2471,22413,"White","Male",2020-02-09 06:15:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0360-2476-21570",53475,"Level 2 - Use of Force","02/13/2020 01:51:00 PM","South","SAM","S2",2472,22454,"White","Male",2020-02-13 13:51:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1495-2824-22874",56940,"Level 1 - Use of Force","07/03/2020 10:00:00 AM","South","ROBERT","R3",5549,23756,"White","Female",2020-07-03 10:00:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1311-2218-22647",57008,"Level 2 - Use of Force","07/19/2020 05:45:00 PM","East","EDWARD","E2",2192,23529,"White","Male",2020-07-19 17:45:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1169-1975-23056",57242,"Level 1 - Use of Force","07/25/2020 11:59:00 PM","East","EDWARD","E2",1878,23937,"White","Female",2020-07-25 23:59:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0891-41-21996",54665,"Level 2 - Use of Force","03/26/2020 04:00:00 PM","East","EDWARD","E1",1524,22880,"Not_Specified","Male",2020-03-26 16:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0363-2476-22069",54792,"Level 1 - Use of Force","04/04/2020 05:55:00 PM","Southwest","FRANK","F3",2472,22952,"Not_Specified","Male",2020-04-04 17:55:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2020UOF-1138-1147-1023",57169,"Level 2 - Use of Force","07/25/2020 03:30:00 PM","East","EDWARD","E2",1812,1020,"Not_Specified","Unknown",2020-07-25 15:30:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0149-1976-21759",53953,"Level 1 - Use of Force","02/27/2020 08:30:00 PM","East","EDWARD","E3",1880,22643,"White","Male",2020-02-27 20:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0763-1907-5643",56207,"Level 2 - Use of Force","06/06/2020 07:37:00 PM","East","EDWARD","E2",1850,5602,"Not_Specified","Male",2020-06-06 19:37:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1376-1207-737",58056,"Level 2 - Use of Force","09/07/2020 06:35:00 PM","South","OCEAN","O1",1637,735,"White","Male",2020-09-07 18:35:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1537-2274-23192",58473,"Level 2 - Use of Force","09/23/2020 08:46:00 PM","West","MARY","M3",2231,24073,"Not_Specified","Unknown",2020-09-23 20:46:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0367-2452-1128",54747,"Level 1 - Use of Force","04/01/2020 05:20:00 PM","West","QUEEN","Q3",2448,1124,"Black_or_African_American","Male",2020-04-01 17:20:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1147-1331-7943",57211,"Level 2 - Use of Force","07/25/2020 05:00:00 PM","East","EDWARD","E2",1572,7884,"Not_Specified","Male",2020-07-25 17:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0001-1512-21215",52168,"Level 1 - Use of Force","01/01/2020 12:38:00 AM","West","MARY","M1",1168,22101,"White","Male",2020-01-01 00:38:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0380-2478-22036",54732,"Level 2 - Use of Force","03/30/2020 10:01:00 AM","South","SAM","S1",2474,22920,"White","Male",2020-03-30 10:01:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1855-1147-24615",60020,"Level 2 - Use of Force","12/18/2020 07:55:00 AM","East","EDWARD","E2",1812,25495,"Not_Specified","Unknown",2020-12-18 07:55:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0173-2202-16670",53853,"Level 1 - Use of Force","02/25/2020 07:34:00 PM","West","KING","K3",2191,17558,"Black_or_African_American","Male",2020-02-25 19:34:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0499-2282-22221",55500,"Level 1 - Use of Force","04/24/2020 11:14:00 PM","North","NORA","N1",2239,23104,"White","Male",2020-04-24 23:14:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-2000-2652-24259",60130,"Level 2 - Use of Force","12/24/2020 02:00:00 PM","East","EDWARD","E3",5065,25139,"White","Male",2020-12-24 14:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1984-2179-24154",59895,"Level 2 - Use of Force","12/11/2020 06:14:00 PM","North","UNION","U2",2175,25034,"Black_or_African_American","Male",2020-12-11 18:14:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1705-1926-5287",59421,"Level 2 - Use of Force","07/19/2020 04:00:00 PM","West","MARY","M2",1858,5248,"White","Male",2020-07-19 16:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1009-1207-6759",56558,"Level 2 - Use of Force","05/30/2020 02:00:00 PM","West","MARY","M2",1637,6711,"Not_Specified","Unknown",2020-05-30 14:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-1142-1070-23082",57163,"Level 2 - Use of Force","07/25/2020 06:00:00 PM","East","EDWARD","E2",1826,23963,"Not_Specified","Unknown",2020-07-25 18:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-0377-2686-22129",54899,"Level 1 - Use of Force","04/12/2020 11:58:00 PM","West","KING","K1",5158,23012,"Not_Specified","Male",2020-04-12 23:58:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1228-1202-23182",57391,"Level 2 - Use of Force","07/25/2020 05:00:00 PM","East","EDWARD","E2",1635,24063,"White","Male",2020-07-25 17:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0979-2188-22757",56478,"Level 2 - Use of Force","06/08/2020 12:05:00 AM","West","MARY","M2",2182,23639,"Not_Specified","Unknown",2020-06-08 00:05:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0473-2078-15538",54129,"Level 2 - Use of Force","03/03/2020 04:00:00 PM","West","KING","K1",2017,16428,"Black_or_African_American","Male",2020-03-03 16:00:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0716-1368-4233",56137,"Level 2 - Use of Force","06/01/2020 09:10:00 PM","East","","-",1585,4205,"Not_Specified","Unknown",2020-06-01 21:10:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1171-1121-2743",57251,"Level 2 - Use of Force","07/25/2020 07:25:00 PM","South","ROBERT","R1",1801,2723,"Not_Specified","Unknown",2020-07-25 19:25:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2020UOF-1067-394-22760",56740,"Level 2 - Use of Force","07/03/2020 02:30:00 AM","East","EDWARD","E2",545,23642,"Not_Specified","Female",2020-07-03 02:30:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1183-1278-5287",57290,"Level 2 - Use of Force","07/25/2020 10:39:00 AM","East","EDWARD","E2",1608,5248,"White","Male",2020-07-25 10:39:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0923-1011-5643",56414,"Level 2 - Use of Force","06/06/2020 07:30:00 PM","East","EDWARD","E2",1221,5602,"Not_Specified","Male",2020-06-06 19:30:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0094-44-21539",53378,"Level 1 - Use of Force","02/11/2020 04:50:00 AM","North","UNION","U2",1554,22423,"Not_Specified","Male",2020-02-11 04:50:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0861-1094-696",56305,"Level 2 - Use of Force","06/06/2020 07:00:00 PM","East","EDWARD","E2",1681,694,"White","Male",2020-06-06 19:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1163-41-2743",57247,"Level 2 - Use of Force","07/25/2020 03:00:00 PM","East","EDWARD","E2",1524,2723,"Not_Specified","Unknown",2020-07-25 15:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1554-13-23659",58485,"Level 2 - Use of Force","09/23/2020 11:45:00 AM","West","DAVID","D1",1205,24539,"White","Male",2020-09-23 11:45:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1774-1358-23017",59738,"Level 2 - Use of Force","07/19/2020 03:30:00 PM","West","MARY","M2",1743,23898,"Nat_Hawaiian_Oth_Pac_Islander","Male",2020-07-19 15:30:00,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1213-1901-737",57373,"Level 2 - Use of Force","07/25/2020 06:00:00 PM","East","EDWARD","E2",1848,735,"White","Male",2020-07-25 18:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1275-1416-16735",57209,"Level 1 - Use of Force","07/28/2020 08:20:00 PM","OOJ","","-",1120,17623,"Black_or_African_American","Male",2020-07-28 20:20:00,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2020UOF-1435-154-23265",57555,"Level 1 - Use of Force","08/13/2020 12:45:00 AM","Southwest","FRANK","F2",1547,24146,"White","Female",2020-08-13 00:45:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2020UOF-0300-2803-15709",54642,"Level 1 - Use of Force","03/25/2020 12:31:00 AM","South","SAM","S1",5512,16599,"Not_Specified","Male",2020-03-25 00:31:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1754-2717-12603",59546,"Level 2 - Use of Force","09/26/2020 06:00:00 PM","West","MARY","M1",5239,13501,"Not_Specified","Unknown",2020-09-26 18:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0453-1113-22071",55095,"Level 1 - Use of Force","04/04/2020 10:46:00 PM","South","SAM","S3",1732,22954,"Black_or_African_American","Female",2020-04-04 22:46:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1746-2754-23374",57804,"Level 2 - Use of Force","08/26/2020 12:53:00 AM","West","DAVID","D2",5308,24255,"White","Male",2020-08-26 00:53:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1309-1738-23017",57006,"Level 2 - Use of Force","07/19/2020 04:30:00 PM","West","DAVID","D2",624,23898,"Nat_Hawaiian_Oth_Pac_Islander","Male",2020-07-19 16:30:00,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1703-495-23683",58484,"Level 2 - Use of Force","09/26/2020 07:51:00 PM","West","KING","K3",1074,24563,"Not_Specified","Male",2020-09-26 19:51:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0609-703-696",55964,"Level 2 - Use of Force","05/30/2020 04:32:00 PM","West","KING","K1",1066,694,"White","Male",2020-05-30 16:32:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0596-965-23460",55857,"Level 2 - Use of Force","05/30/2020 05:00:00 PM","West","KING","K1",932,24340,"White","Female",2020-05-30 17:00:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1182-1047-737",57291,"Level 2 - Use of Force","07/25/2020 04:25:00 PM","East","EDWARD","E2",1698,735,"White","Male",2020-07-25 16:25:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1404-2752-22508",55844,"Level 2 - Use of Force","05/30/2020 10:15:00 PM","North","LINCOLN","L1",5305,23390,"White","Male",2020-05-30 22:15:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1433-2402-6766",58046,"Level 2 - Use of Force","09/07/2020 04:00:00 PM","South","OCEAN","O2",2399,6718,"White","Male",2020-09-07 16:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0889-1280-4226",56360,"Level 2 - Use of Force","06/08/2020 02:00:00 AM","East","EDWARD","E2",1610,4198,"Black_or_African_American","Male",2020-06-08 02:00:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0715-2496-22537",56147,"Level 1 - Use of Force","05/31/2020 08:25:00 PM","West","MARY","M2",2782,23419,"White","Female",2020-05-31 20:25:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1364-2282-23349",57740,"Level 1 - Use of Force","08/24/2020 01:30:00 AM","North","BOY","B3",2239,24230,"Not_Specified","Male",2020-08-24 01:30:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0244-1327-21698",53742,"Level 1 - Use of Force","02/21/2020 08:30:00 PM","West","DAVID","D1",1738,22582,"White","Male",2020-02-21 20:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1885-756-22279",57744,"Level 1 - Use of Force","06/06/2020 02:38:00 PM","East","CHARLIE","C2",939,23162,"Not_Specified","Male",2020-06-06 14:38:00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1206-2324-23159",57351,"Level 2 - Use of Force","07/25/2020 04:51:00 PM","East","EDWARD","E2",2320,24040,"Not_Specified","Female",2020-07-25 16:51:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0921-2205-22721",56398,"Level 2 - Use of Force","05/31/2020 04:30:00 PM","West","MARY","M3",2186,23603,"Not_Specified","Female",2020-05-31 16:30:00,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0791-2592-22641",56245,"Level 2 - Use of Force","06/07/2020 11:00:00 AM","East","EDWARD","E2",4917,23523,"Not_Specified","Unknown",2020-06-07 11:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1125-1124-11758",57138,"Level 2 - Use of Force","07/25/2020 05:50:00 PM","East","CHARLIE","C1",1804,12659,"Not_Specified","Male",2020-07-25 17:50:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0294-1197-21748",53897,"Level 2 - Use of Force","02/22/2020 11:37:00 PM","North","BOY","B1",1618,22632,"White","Male",2020-02-22 23:37:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1412-1672-22647",58099,"Level 2 - Use of Force","06/07/2020 07:30:00 PM","East","EDWARD","E2",607,23529,"White","Male",2020-06-07 19:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1343-2478-15913",56791,"Level 2 - Use of Force","07/05/2020 11:50:00 AM","South","ROBERT","R2",2474,16803,"Not_Specified","Male",2020-07-05 11:50:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-1503-825-7414",58442,"Level 2 - Use of Force","09/24/2020 10:30:00 PM","East","EDWARD","E2",704,7364,"Black_or_African_American","Male",2020-09-24 22:30:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1856-1167-15332",60004,"Level 2 - Use of Force","12/18/2020 08:00:00 AM","East","EDWARD","E2",1229,16222,"Not_Specified","Male",2020-12-18 08:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1180-824-22871",57293,"Level 2 - Use of Force","07/25/2020 04:30:00 PM","East","EDWARD","E2",702,23753,"Not_Specified","_",2020-07-25 16:30:00,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1643-2459-23829",58843,"Level 3 - Use of Force","10/14/2020 11:40:00 PM","East","EDWARD","E2",2455,24709,"White","Male",2020-10-14 23:40:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0991-2272-22276",55301,"Level 2 - Use of Force","05/03/2020 11:31:00 AM","North","NORA","N3",2229,23159,"Black_or_African_American","Male",2020-05-03 11:31:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0406-2304-22150",54938,"Level 1 - Use of Force","04/14/2020 05:30:00 PM","North","NORA","N3",2300,23033,"White","Male",2020-04-14 17:30:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0497-2259-21823",54227,"Level 2 - Use of Force","03/05/2020 09:36:00 PM","East","GEORGE","G2",2224,22707,"Black_or_African_American","Male",2020-03-05 21:36:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0634-1202-21781",55993,"Level 2 - Use of Force","05/31/2020 04:19:00 PM","West","KING","K1",1635,22665,"Not_Specified","Male",2020-05-31 16:19:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1307-2224-23016",57004,"Level 2 - Use of Force","07/19/2020 03:35:00 PM","West","DAVID","D2",2203,23897,"Not_Specified","Male",2020-07-19 15:35:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0139-1154-21257",52372,"Level 2 - Use of Force","01/07/2020 12:28:00 PM","West","DAVID","D2",1814,22143,"Black_or_African_American","Male",2020-01-07 12:28:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0435-2149-22031",54722,"Level 2 - Use of Force","03/31/2020 04:56:00 PM","North","NORA","N1",2165,22915,"Black_or_African_American","Male",2020-03-31 16:56:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-1081-1416-22898",56783,"Level 2 - Use of Force","07/01/2020 11:45:00 PM","East","EDWARD","E2",1120,23780,"White","Female",2020-07-01 23:45:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1398-2179-21869",54797,"Level 2 - Use of Force","04/05/2020 03:02:00 PM","West","MARY","M3",2175,22753,"Black_or_African_American","Male",2020-04-05 15:02:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1472-1247-23529",58267,"Level 2 - Use of Force","09/07/2020 06:21:00 PM","South","OCEAN","O2",1793,24409,"Black_or_African_American","Male",2020-09-07 18:21:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2020UOF-0752-824-4347",56150,"Level 2 - Use of Force","06/02/2020 11:36:00 PM","West","MARY","M2",702,4319,"Not_Specified","Unknown",2020-06-02 23:36:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2020UOF-0120-2253-21757",53951,"Level 3 - Use of Force","02/27/2020 08:05:00 PM","North","JOHN","J2",2216,22641,"White","Male",2020-02-27 20:05:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2020UOF-0169-1259-21726",53814,"Level 1 - Use of Force","02/25/2020 03:00:00 AM","West","DAVID","D1",1750,22610,"White","Male",2020-02-25 03:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1247-1271-22949",56869,"Level 1 - Use of Force","07/11/2020 08:26:00 AM","West","KING","K3",1425,23830,"Black_or_African_American","Female",2020-07-11 08:26:00,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-0606-219-4944",55921,"Level 2 - Use of Force","06/01/2020 09:00:00 PM","East","EDWARD","E2",1267,4908,"Black_or_African_American","Male",2020-06-01 21:00:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1108-1193-21390",56974,"Level 2 - Use of Force","05/31/2020 10:27:00 PM","West","MARY","M3",1779,22275,"Not_Specified","Male",2020-05-31 22:27:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1899-823-23001",56981,"Level 2 - Use of Force","07/17/2020 12:30:00 AM","East","CHARLIE","C2",701,23882,"White","Female",2020-07-17 00:30:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-1454-2314-22763",56485,"Level 2 - Use of Force","06/19/2020 01:17:00 PM","West","DAVID","D3",2310,23645,"Black_or_African_American","Male",2020-06-19 13:17:00,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020UOF-1199-185-12641",57326,"Level 2 - Use of Force","07/25/2020 04:50:00 PM","East","EDWARD","E2",1697,13539,"White","Male",2020-07-25 16:50:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2020UOF-0936-1502-22751",56441,"Level 2 - Use of Force","06/01/2020 09:10:00 PM","East","EDWARD","E2",1165,23633,"Not_Specified","Unknown",2020-06-01 21:10:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1276-1546-4233",57649,"Level 2 - Use of Force","07/25/2020 04:26:00 PM","East","EDWARD","E2",856,4205,"Not_Specified","Unknown",2020-07-25 16:26:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2020UOF-1095-824-22782",56547,"Level 1 - Use of Force","06/18/2020 01:26:00 PM","OOJ","","99",702,23664,"White","Male",2020-06-18 13:26:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
